Vendor # @	Vendor Creation Date	Vendor name	Vendor country key	Vendor Type Description	Vendor Material type	company_code	Region Description	Posting Block for Company Code	Business Unit
1185248	12/4/23	BOviveve	IN	PO	Facilities	6012	India		
1185248	12/4/23	R E.I.EU	CL	PO	Facilities	4102	CALA		
1185247	12/4/23	dgttedto	IN	PO	Hardware	6000	India		
1185247	12/4/23	dgttedto	IN	PO	Hardware	6012	India		
1185247	12/4/23	dgttedto	IN	PO	Hardware	6060	India		
1185246	11/30/23	ProLtdou	ZA	PO	Facilities	7004	EMEA		
1185246	11/30/23	 OUTDAUP	BR	PO	Professional Services	1116	North America		
1185245	11/30/23	TLtLtdtd	IL	PO	Facilities	5000	ISR		
1185245	11/30/23	iliIncig	PH	PO	Events	2300	EMEA		
1185245	11/30/23	iliIncig	PH	PO	Events	3104	APAC		
1185244	11/29/23	T CLLCCO	US	NPO	Marketing & Creative	1116	North America		18500
1185243	11/29/23	MYCINCCH	US	PO	HR	2300	EMEA		
1185243	11/29/23	ptrtedry	GB	PO	HR	2300	EMEA		
1185242	11/29/23	lCaldaal	MZ	NPO	Professional Services	7002	EMEA		14593
1185242	11/29/23	sutLLCt 	AE	PO	Contingent Workforce	2800	EMEA		
1185241	11/29/23	TRK.L.KI	ES	PO	Real Estate	2540	EMEA		
1185240	11/29/23	a oLtdof	SG	PO	Events	6000	India		
1185240	11/28/23	brtLLPts	GB	NPO	HR	2150	EMEA		U8012
1185239	11/28/23	 trTbkra	"ID"	PO	Hardware	3122	APAC		
1185239	11/27/23	ECA.A.AN	CR	PO	IT Services	4090	CALA		
1185238	11/27/23	othLtdhe	IL	PO	Professional Services	5000	ISR		
1185238	11/27/23	othLtdhe	IL	PO	Professional Services	5100	ISR		
1185238	11/24/23	TIAVA-A 	BG	PO	Facilities	2220	EMEA		
1185237	11/23/23	O UTEDUK	GB	NPO	Professional Services	5000	ISR		11760
1185236	11/22/23	RORLIKRT	TR	PO	Software	2118	EMEA		
1185236	11/22/23	yontedne	GB	NPO	Professional Services	2500	EMEA		U8012
1185235	11/22/23	FFEA	CY	PO	Facilities	2800	EMEA		
1185235	11/22/23	O GADAGA	CA	NPO	Marketing & Creative	1116	North America		18500
1185234	11/21/23	RRSA	US	PO	Events	1200	North America		
1185233	11/20/23	gTeIncec	CA	NPO	Contingent Workforce	1100	North America		
1185233	11/20/23	gTeIncec	CA	NPO	Contingent Workforce	1900	North America		
1185233	11/20/23	IT INC I	US	PO	Software	1100	North America		
1185233	11/20/23	IT INC I	US	PO	Software	2800	EMEA		
1185232	11/20/23	ullauxle	FR	PO	Real Estate	2126	EMEA		
1185232	11/20/23	sasLtdss	GB	PO	Software	2506	EMEA		
1185231	11/20/23	 viIncid	US	PO	Contingent Workforce	1210	North America		
1185230	11/20/23	UCINCOIO	BR	PO	Contingent Workforce	1330	North America		
1185230	11/17/23	COMRP.MA	US	PO	Contingent Workforce	1330	North America		
1185229	11/17/23	tdettie 	BR	PO	Contingent Workforce	1330	North America		
1185229	11/17/23	 LEICOE 	MX	PO	Contingent Workforce	4044	CALA		
1185228	11/17/23	Sofnc.ft	US	PO	Software	1100	North America	X	
1185228	11/17/23	Sofnc.ft	US	PO	Software	2800	EMEA		
1185228	11/17/23	MNG COG 	KR	NPO	Professional Services	3182	APAC		U7363
1185227	11/16/23	S A SDAG	US	PO	Contingent Workforce	1330	North America		
1185226	11/16/23	REAINCAP	CA	PO	Software	1944	North America		
1185225	11/15/23	RUS.V.S 	SV	PO	Contingent Workforce	1330	North America		
1185224	11/15/23	TR IRA D	BR	PO	Professional Services	1330	North America		
1185224	11/15/23	TR IRA D	BR	PO	Professional Services	1332	North America		
1185223	11/15/23	ORDQUEDO	CO	PO	Professional Services	1330	North America		
1185223	11/15/23	ORDQUEDO	CO	PO	Professional Services	1332	North America		
1185223	11/15/23	ANIMILIC	CO	PO	Professional Services	1330	North America		
1185223	11/15/23	ANIMILIC	CO	PO	Professional Services	1332	North America		
1185222	11/14/23	HONNTSNS	US	PO	Facilities	1200	North America		
1185222	11/14/23	SN LOS M	PH	PO	Contingent Workforce	1330	North America		
1185221	11/14/23	AIECIAE 	PH	PO	Contingent Workforce	1330	North America		
1185220	11/14/23	.esonsst	"ID"	PO	Hardware	3120	APAC		
1185220	11/13/23	TORLTDRK	BG	NPO	Contingent Workforce	2220	EMEA		
1185220	11/13/23	TORLTDRK	BG	NPO	Contingent Workforce	2680	EMEA		
1185220	11/13/23	TORLTDRK	BG	NPO	Contingent Workforce	2800	EMEA		
1185220	11/13/23	TORLTDRK	BG	NPO	Contingent Workforce	5000	ISR		
1185219	11/13/23	PE ICO M	MX	PO	Professional Services	4044	CALA		
1185219	11/13/23	CCHICOH 	MX	PO	IT Services	4044	CALA		
1185218	11/13/23	perLLCr 	US	PO	Software	6000	India		
1185218	11/13/23	perLLCr 	US	PO	Software	6012	India		
1185218	11/13/23	perLLCr 	US	PO	Software	6060	India		
1185218	11/13/23	ust Cote	IL	NPO	Professional Services	5000	ISR		U7957
1185217	11/13/23	g J.K.Ja	JP	PO	Real Estate	3106	APAC		
1185216	11/13/23	btiatiiá	AR	PO	Professional Services	4130	CALA		
1185216	11/10/23	WE EMC E	US	PO	Contingent Workforce	1330	North America		
1185215	11/10/23	LK INC I	US	PO	Software	1330	North America		
1185215	11/10/23	B ROOTRO	US	PO	Contingent Workforce	1330	North America		
1185214	11/10/23	A SINCSY	CA	PO	Contingent Workforce	1330	North America		
1185213	11/10/23	003ADA3 	CA	PO	Contingent Workforce	1330	North America		
1185213	11/10/23	MOLLLCLU	US	PO	Contingent Workforce	1330	North America		
1185212	11/10/23	L TLLCTE	US	PO	Contingent Workforce	1330	North America		
1185212	11/10/23	NODNC.DY	US	PO	Contingent Workforce	1330	North America		
1185211	11/10/23	NAMLLCM 	US	PO	Professional Services	1330	North America		
1185210	11/10/23	UMINC.I 	US	PO	Contingent Workforce	1330	North America		
1185210	11/10/23	ESEONSEC	US	PO	Contingent Workforce	1330	North America		
1185209	11/10/23	WISLLCSI	US	PO	Contingent Workforce	1330	North America		
1185209	11/10/23	HONLLCN 	US	PO	Contingent Workforce	1330	North America		
1185208	11/10/23	SANICANC	US	PO	Contingent Workforce	1330	North America		
1185208	11/10/23	SRATD.AT	US	PO	Contingent Workforce	1330	North America		
1185207	11/10/23	FITLLCTY	US	PO	Contingent Workforce	1330	North America		
1185206	11/10/23	ONGLLCG 	US	PO	Contingent Workforce	1330	North America		
1185206	11/10/23	LORORNRN	US	PO	Software	1330	North America		
1185205	11/10/23	xme AGe 	CH	PO	Software	2200	EMEA		
1185205	11/10/23	btyncey 	US	NPO	Professional Services	1100	North America		U7390
1185204	11/10/23	I CLTDCO	CY	PO	Facilities	2800	EMEA		
1185203	11/10/23	M NtedNe	IN	PO	Contingent Workforce	6000	India		
1185203	11/10/23	M NtedNe	IN	PO	Contingent Workforce	6060	India		
1185203	11/10/23	DITNALTY	US	PO	Contingent Workforce	1330	North America		
1185202	11/10/23	WORUNDRK	US	PO	Contingent Workforce	1330	North America		
1185202	11/10/23	A GNCYGO	US	PO	Contingent Workforce	1330	North America		
1185201	11/10/23	GGNA	US	PO	Contingent Workforce	1330	North America		
1185200	11/10/23	  RSONRI	US	PO	Contingent Workforce	1330	North America		
1185200	11/9/23	TT,NC., 	US	PO	Contingent Workforce	1330	North America		
1185200	11/9/23	TT,NC., 	US	PO	Contingent Workforce	1332	North America		
1185199	11/9/23	SIRTEDRS	CA	PO	Professional Services	1330	North America		
1185199	11/9/23	SIRTEDRS	CA	PO	Professional Services	1332	North America		
1185199	11/9/23	APADESAU	BR	PO	Software	1330	North America		
1185199	11/9/23	APADESAU	BR	PO	Software	1332	North America		
1185198	11/9/23	A GUJOGU	BR	PO	Contingent Workforce	1330	North America		
1185198	11/9/23	A GUJOGU	BR	PO	Contingent Workforce	1332	North America		
1185198	11/9/23	RSAEGOAR	BR	PO	Professional Services	1330	North America		
1185198	11/9/23	RSAEGOAR	BR	PO	Professional Services	1332	North America		
1185197	11/9/23	YEXLLCX 	US	PO	Contingent Workforce	1330	North America		
1185197	11/9/23	YEXLLCX 	US	PO	Contingent Workforce	1332	North America		
1185196	11/9/23	yonorpn 	US	PO	IT Services	1100	North America		
1185196	11/9/23	yonorpn 	US	PO	IT Services	2800	EMEA		
1185196	11/9/23	 CNTDANO	BR	PO	IT Services	1330	North America		
1185196	11/9/23	 CNTDANO	BR	PO	IT Services	1332	North America		
1185195	11/9/23	RO RIA B	BR	PO	Professional Services	1330	North America		
1185195	11/9/23	RO RIA B	BR	PO	Professional Services	1332	North America		
1185195	11/9/23	B ACAOAS	BR	PO	Contingent Workforce	1330	North America		
1185195	11/9/23	B ACAOAS	BR	PO	Contingent Workforce	1332	North America		
1185194	11/9/23	NL LLP G	US	PO	Professional Services	1330	North America		
1185193	11/9/23	FEDLLCD 	US	PO	Contingent Workforce	1330	North America		
1185193	11/9/23	F FLLCFO	US	PO	Events	1330	North America		
1185192	11/9/23	AERLLCR 	US	PO	Professional Services	1330	North America		
1185192	11/9/23	MS INC G	US	PO	Contingent Workforce	1330	North America		
1185191	11/9/23	rs td. T	IN	PO	Hardware	6012	India		
1185190	11/9/23	R VAÑAVI	MX	PO	Professional Services	1330	North America		
1185190	11/9/23	R VAÑAVI	MX	PO	Professional Services	4044	CALA		
1185190	11/9/23	AEDIMEDU	MX	PO	Professional Services	1330	North America		
1185190	11/9/23	AEDIMEDU	MX	PO	Professional Services	4044	CALA		
1185189	11/9/23	ACAPOSAR	MX	PO	Professional Services	1330	North America		
1185189	11/9/23	ACAPOSAR	MX	PO	Professional Services	4044	CALA		
1185189	11/9/23	SGUVARUI	MX	PO	Professional Services	1330	North America		
1185189	11/9/23	SGUVARUI	MX	PO	Professional Services	4044	CALA		
1185188	11/9/23	LERLLCRV	US	PO	Contingent Workforce	1330	North America		
1185188	11/9/23	YR ENT  	US	PO	Contingent Workforce	1330	North America		
1185187	11/9/23	X PKINPA	US	PO	Contingent Workforce	1330	North America		
1185186	11/9/23	GYSINCS 	US	PO	Contingent Workforce	1330	North America		
1185186	11/9/23	 FOECHOT	US	PO	Contingent Workforce	1330	North America		
1185185	11/9/23	3ARLLCRT	US	PO	Contingent Workforce	1330	North America		
1185185	11/9/23	YOFLLCFT	US	PO	Contingent Workforce	1330	North America		
1185184	11/9/23	DONLLCN 	US	PO	Marketing & Creative	1330	North America		
1185183	11/9/23	TTOLLCOL	US	PO	Contingent Workforce	1330	North America		
1185183	11/9/23	ELDLLCD 	US	PO	Real Estate	1330	North America		
1185182	11/9/23	T IONSIT	US	PO	Contingent Workforce	1330	North America		
1185182	11/9/23	CATLLCTE	US	PO	HR	1330	North America		
1185181	11/9/23	GA  PA C	US	PO	Contingent Workforce	1330	North America		
1185180	11/9/23	AAN ANN	US	PO	Contingent Workforce	1330	North America		
1185180	11/9/23	REGNC.GI	US	PO	Contingent Workforce	1330	North America		
1185179	11/9/23	UONLLCN 	US	PO	Contingent Workforce	1330	North America		
1185179	11/9/23	DM-LLC-8	US	PO	Contingent Workforce	1330	North America		
1185178	11/9/23	DSonc.ol	US	PO	Professional Services	1330	North America		
1185178	11/9/23	M LLIULI	US	PO	Contingent Workforce	1330	North America		
1185177	11/9/23	NGRNC.RO	US	PO	Marketing & Creative	1330	North America		
1185176	11/9/23	FTENC.EC	US	PO	Marketing & Creative	1330	North America		
1185176	11/9/23	AGELLCEM	US	PO	Contingent Workforce	1330	North America		
1185175	11/9/23	RN NC. C	US	PO	Contingent Workforce	1330	North America		
1185175	11/8/23	LOFINCFT	US	PO	Contingent Workforce	1330	North America		
1185174	11/8/23	NLENDOEZ	AR	NPO	Professional Services	4130	CALA		
1185173	11/8/23	RAVLLCVI	US	PO	Contingent Workforce	1330	North America		
1185173	11/8/23	T SNC.SY	US	PO	Contingent Workforce	1330	North America		
1185172	11/8/23	aanvelna	IN	PO	Facilities	6000	India		
1185172	11/8/23	Z -TES- 	GR	PO	Professional Services	2110	EMEA		
1185172	11/8/23	Z -TES- 	GR	PO	Professional Services	2800	EMEA		
1185172	11/8/23	Z -TES- 	GR	PO	Professional Services	2900	EMEA		
1185171	11/8/23	AY DER H	US	PO	Contingent Workforce	1330	North America		
1185171	11/8/23	AY DER H	US	PO	Contingent Workforce	1332	North America		
1185170	11/8/23	POTNC.T 	US	PO	Professional Services	1330	North America		
1185170	11/8/23	POTNC.T 	US	PO	Professional Services	1332	North America		
1185170	11/8/23	KOLLLCLU	US	PO	Contingent Workforce	1330	North America		
1185170	11/8/23	KOLLLCLU	US	PO	Contingent Workforce	1332	North America		
1185169	11/8/23	GYSNC.ST	US	PO	Contingent Workforce	1330	North America		
1185169	11/8/23	GYSNC.ST	US	PO	Contingent Workforce	1332	North America		
1185169	11/8/23	TLANC.AT	US	NPO	Contingent Workforce	1330	North America		
1185169	11/8/23	TLANC.AT	US	NPO	Contingent Workforce	1332	North America		
1185169	11/8/23	TLANC.AT	US	NPO	Contingent Workforce	6000	India		
1185168	11/8/23	TEPINCPR	US	PO	Professional Services	1330	North America		
1185168	11/8/23	TEPINCPR	US	PO	Professional Services	1332	North America		
1185168	11/8/23	SR LLP  	US	PO	Contingent Workforce	1330	North America		
1185168	11/8/23	SR LLP  	US	PO	Contingent Workforce	1332	North America		
1185167	11/8/23	NS HOY C	GT	PO	Contingent Workforce	1330	North America	X	
1185167	11/8/23	NS HOY C	GT	PO	Contingent Workforce	1332	North America		
1185166	11/8/23	rniIncic	US	PO	Software	1116	North America		
1185166	11/8/23	rniIncic	US	PO	Software	2150	EMEA		
1185166	11/8/23	MGHNC.HT	US	PO	Professional Services	1330	North America		
1185166	11/8/23	MGHNC.HT	US	PO	Professional Services	1332	North America		
1185165	11/8/23	LTATERA 	US	PO	Professional Services	1330	North America		
1185165	11/8/23	LTATERA 	US	PO	Professional Services	1332	North America		
1185165	11/8/23	DSE C.EN	US	PO	Professional Services	1330	North America		
1185165	11/8/23	DSE C.EN	US	PO	Professional Services	1332	North America		
1185164	11/8/23	2ONLLCNS	US	PO	Contingent Workforce	1330	North America		
1185164	11/8/23	2ONLLCNS	US	PO	Contingent Workforce	1332	North America		
1185163	11/8/23	TON DENE	BR	PO	Contingent Workforce	1330	North America		
1185163	11/8/23	TON DENE	BR	PO	Contingent Workforce	1332	North America		
1185163	11/8/23	OTALTDA 	BR	PO	Contingent Workforce	1330	North America		
1185163	11/8/23	OTALTDA 	BR	PO	Contingent Workforce	1332	North America		
1185162	11/8/23	VTULTDUS	IN	PO	Facilities	6000	India		
1185162	11/8/23	ridLLCd 	US	PO	IT Services	1100	North America		
1185162	11/8/23	ridLLCd 	US	PO	IT Services	2800	EMEA		
1185161	11/8/23	RTWTEDWE	IN	PO	Contingent Workforce	6000	India		
1185161	11/8/23	RTWTEDWE	IN	PO	Contingent Workforce	6060	India		
1185160	11/8/23	NUSLTDS 	SG	PO	Facilities	3160	APAC		
1185160	11/8/23	NUSLTDS 	SG	PO	Facilities	3166	APAC		
1185160	11/7/23	R CCFOCF	IL	PO	HR	5000	ISR		
1185159	11/7/23	LDOTAXO 	MX	PO	Professional Services	4044	CALA		
1185158	11/6/23	rzeA.Şer	TR	PO	Software	2118	EMEA		
1185158	11/6/23	dn Ltd C	GB	PO	Professional Services	2300	EMEA		
1185158	11/6/23	dn Ltd C	GB	PO	Professional Services	5000	ISR		
1185158	11/6/23	dn Ltd C	GB	PO	Professional Services	5100	ISR		
1185157	11/6/23	t IlıkIT	TR	PO	Contingent Workforce	2118	EMEA		
1185156	11/3/23	AUBLTDB 	SG	PO	Professional Services	2150	EMEA		
1185156	11/3/23	IERADORM	MX	PO	Real Estate	4044	CALA		
1185155	11/3/23	T PNESPL	MX	PO	Hardware	4044	CALA		
1185155	11/3/23	OITITYTY	MX	PO	Professional Services	4044	CALA		
1185154	11/3/23	HOTROSTE	MX	PO	Travel	4044	CALA		
1185153	11/3/23	IZMEZ	MX	PO	Real Estate	4044	CALA		
1185153	11/3/23	sапancпс	KZ	NPO	Professional Services	2256	EMEA		U7363
1185152	11/3/23	 leLTDen	GB	PO	Events	2500	EMEA		
1185152	11/2/23	forSparp	CL	PO	Facilities	4102	CALA		
1185151	11/2/23	nsrLLPr 	IN	PO	Contingent Workforce	6000	India		
1185151	11/2/23	nsrLLPr 	IN	PO	Contingent Workforce	6060	India		
1185150	11/2/23	aornc.rd	CA	PO	Real Estate	1900	North America		
1185150	11/2/23	ER HEN K	IN	PO	Facilities	6000	India		
1185150	11/2/23	ER HEN K	IN	PO	Facilities	6012	India		
1185149	11/1/23	S LLTDLT	GB	PO	Facilities	2500	EMEA		
1185149	11/1/23	fenintnc	US	PO	Contingent Workforce	1100	North America		
1185148	11/1/23	rRitedit	IE	PO	Real Estate	2900	EMEA		
1185148	11/1/23	IroIncou	US	PO	IT Services	2800	EMEA		
1185147	11/1/23	tisersst	"ID"	PO	Professional Services	3122	APAC		
1185146	10/31/23	SP MLE Y	TR	PO	Software	2118	EMEA		
1185146	10/31/23	v IIncIn	US	PO	Marketing & Creative	1100	North America		
1185146	10/31/23	v IIncIn	US	PO	Marketing & Creative	2300	EMEA		
1185145	10/31/23	A BLTDBE	GB	PO	Marketing & Creative	2150	EMEA		
1185145	10/30/23	Gesrchse	US	PO	Marketing & Creative	2300	EMEA		
1185144	10/30/23	n CLtdCe	IL	PO	Facilities	5000	ISR		
1185143	10/30/23	pisLtds 	AU	PO	Contingent Workforce	2900	EMEA		
1185143	10/30/23	pisLtds 	AU	PO	Contingent Workforce	3002	APAC		
1185143	10/27/23	t TLtdTe	TH	NPO	Contingent Workforce	3108	APAC		
1185142	10/26/23	rniltdia	GB	PO	Software	2800	EMEA		
1185142	10/26/23	CNTLTDTS	AU	PO	Professional Services	3164	APAC		
1185142	10/26/23	CNTLTDTS	AU	PO	Professional Services	3170	APAC		
1185142	10/26/23	CNTLTDTS	AU	PO	Professional Services	3174	APAC		
1185141	10/26/23	miaLC an	US	PO	Software	1210	North America		
1185140	10/26/23	Eysnc.st	US	PO	Software	1100	North America		
1185140	10/26/23	Eysnc.st	US	PO	Software	2800	EMEA		
1185140	10/25/23	rn Ltd I	JP	PO	Contingent Workforce	3106	APAC		
1185139	10/25/23	oStLtdta	CY	PO	Travel	2800	EMEA		
1185139	10/25/23	oStLtdta	CY	PO	Travel	5000	ISR		
1185139	10/25/23	eoningn 	IN	PO	Events	6000	India		
1185139	10/25/23	eoningn 	IN	PO	Events	6060	India		
1185138	10/24/23	U36.S.60	EC	PO	Professional Services	2800	EMEA		
1185138	10/24/23	CTRRIARA	BR	PO	Professional Services	4000	CALA		
1185137	10/23/23	larltdr 	IL	NPO	Vehicles	5000	ISR		U7391
1185137	10/23/23	larltdr 	IL	NPO	Vehicles	5100	ISR		U7391
1185136	10/20/23	P S.V.S.	SV	NPO	Professional Services	1100	North America		U7951
1185136	10/20/23	rcaangai	IL	PO	Learning & Development	2300	EMEA		
1185136	10/20/23	rcaangai	IL	PO	Learning & Development	5000	ISR		
1185135	10/19/23	csi PHiv	PH	PO	Software	3104	APAC		
1185135	10/19/23	lertd.ry	TH	PO	Facilities	3108	APAC		
1185134	10/19/23	.exechxa	"ID"	NPO	Contingent Workforce	3120	APAC		
1185133	10/19/23	ESMINCMA	US	PO	Professional Services	1116	North America		
1185133	10/19/23	ESMINCMA	US	PO	Professional Services	1200	North America		
1185133	10/19/23	NNDLTDDO	SG	PO	Events	2300	EMEA		
1185133	10/19/23	NNDLTDDO	SG	PO	Events	3160	APAC		
1185132	10/19/23	an imi W	NZ	PO	IT Services	3170	APAC		
1185132	10/19/23	 sotedoc	US	PO	Facilities	1114	North America		
1185131	10/19/23	h YLtdYa	IL	PO	Facilities	5000	ISR		
1185130	10/18/23	cegonsgo	CA	PO	Events	2300	EMEA		
1185130	10/18/23	endteddi	SG	PO	Events	2300	EMEA		
1185130	10/18/23	endteddi	SG	PO	Events	3160	APAC		
1185129	10/18/23	nelLtdll	SG	PO	Events	2300	EMEA		
1185129	10/18/23	nelLtdll	SG	PO	Events	3160	APAC		
1185129	10/18/23	WT ION V	JP	PO	Contingent Workforce	3106	APAC		
1185128	10/18/23	SSoINCof	US	PO	Software	1100	North America		
1185128	10/18/23	SSoINCof	US	PO	Software	1112	North America		
1185128	10/18/23	SSoINCof	US	PO	Software	1944	North America		
1185128	10/18/23	SSoINCof	US	PO	Software	2300	EMEA		
1185128	10/18/23	SSoINCof	US	PO	Software	2800	EMEA		
1185128	10/18/23	nr tts E	NZ	NPO	Professional Services	2800	EMEA		U0046
1185128	10/18/23	nr tts E	NZ	NPO	Professional Services	3170	APAC		U0046
1185128	10/18/23	nr tts E	NZ	NPO	Professional Services	3174	APAC		U0046
1185127	10/17/23	ymimbHic	DE	PO	Software	2118	EMEA		
1185126	10/17/23	sa ted  	GB	NPO	Professional Services	2150	EMEA		U8012
1185126	10/16/23	v HLtdHa	IL	NPO	Travel	5000	ISR		7404
1185126	10/16/23	v HLtdHa	IL	NPO	Travel	5100	ISR		7404
1185125	10/16/23	TLLLLCLC	US	PO	Hardware	2800	EMEA		
1185125	10/16/23	ELITEDIM	GB	NPO	HR	2150	EMEA		U8012
1185124	10/13/23	o RLtdRi	GB	PO	Events	2300	EMEA		
1185123	10/13/23	SLEADSEA	CA	PO	Marketing & Creative	2300	EMEA		
1185123	10/13/23	hosmbHs 	DE	PO	Software	2200	EMEA		
1185122	10/12/23	rg LLC L	US	NPO	Professional Services	1100	North America		99999
1185122	10/12/23	GSB LPBI	US	NPO	Professional Services	1100	North America		99999
1185122	10/12/23	GSB LPBI	US	NPO	Professional Services	1334	North America		99999
1185121	10/12/23	AMIECHIL	IL	PO	HR	2300	EMEA		
1185121	10/12/23	AMIECHIL	IL	PO	HR	5000	ISR		
1185120	10/12/23	ir cat M	PH	PO	Events	2300	EMEA		
1185120	10/12/23	ir cat M	PH	PO	Events	3104	APAC		
1185120	10/11/23	ciaSASa 	CO	PO	Professional Services	4000	CALA	X	
1185120	10/11/23	ciaSASa 	CO	PO	Professional Services	4110	CALA		
1185119	10/11/23	mssvess 	GB	PO	Facilities	2500	EMEA		
1185119	10/11/23	tI,LLC, 	US	PO	Professional Services	1100	North America		
1185119	10/11/23	tI,LLC, 	US	PO	Professional Services	2300	EMEA		
1185118	10/10/23	gr LLP H	IN	PO	Events	6000	India		
1185118	10/10/23	gr LLP H	IN	PO	Events	6012	India		
1185118	10/10/23	gr LLP H	IN	PO	Events	6060	India		
1185118	10/9/23	VYSTEDS 	IN	PO	Contingent Workforce	3104	APAC		
1185118	10/9/23	VYSTEDS 	IN	PO	Contingent Workforce	6000	India		
1185118	10/9/23	VYSTEDS 	IN	PO	Contingent Workforce	6060	India		
1185117	10/9/23	nch AGhw	CH	PO	HR	2480	EMEA		
1185116	10/9/23	wdsorss 	GB	NPO	Professional Services	2150	EMEA		U8012
1185116	10/9/23	UITLLCTI	US	NPO	Professional Services	1000	EMEA		U0046
1185115	10/9/23	RA IOU T	CY	PO	HR	2800	EMEA		
1185115	10/6/23	nl tan L	UZ	NPO	Professional Services	2000	EMEA		U0046
1185114	10/6/23	M SA.SS.	CO	PO	Facilities	4110	CALA		
1185113	10/6/23	NETLTDTW	AU	PO	Facilities	3174	APAC		
1185113	10/6/23	nin Oynl	FI	NPO	HR	2630	EMEA		7599
1185112	10/6/23	rgu SCue	MX	NPO	Professional Services	1100	North America		U7951
1185112	10/5/23	oSotd.ol	IN	NPO	Contingent Workforce	6000	India		
1185112	10/5/23	oSotd.ol	IN	NPO	Contingent Workforce	6060	India		
1185111	10/5/23	ORXIVAX 	IN	PO	Learning & Development	2300	EMEA		
1185111	10/5/23	ORXIVAX 	IN	PO	Learning & Development	6000	India		
1185110	10/5/23	MCorimol	BR	PO	Events	4000	CALA		
1185110	10/5/23	lOvgyove	JP	NPO	Professional Services	3106	APAC		U0046
1185109	10/4/23	 siignig	US	PO	Facilities	1100	North America		
1185109	10/4/23	 siignig	US	PO	Facilities	1116	North America		
1185109	10/3/23	nenarknm	DK	NPO	HR	2460	EMEA		7599
1185108	10/3/23	l LdauLa	IL	PO	Events	5000	ISR		
1185108	10/3/23	rbaLtda 	IN	PO	Contingent Workforce	6000	India		
1185108	10/3/23	rbaLtda 	IN	PO	Contingent Workforce	6060	India		
1185107	10/3/23	ebeLLPer	GB	NPO	HR	2150	EMEA		U8012
1185106	10/3/23	SALLTDLI	AU	NPO	HR	3002	APAC		7599
1185106	10/3/23	rsttedte	JP	NPO	Contingent Workforce	3106	APAC		
1185105	10/2/23	 rl.K.ld	JP	PO	Contingent Workforce	3106	APAC		
